tenkm,easting,northing
IM12,-84715.95392,399364.4677
IM13,-83873.21411,409352.9047
IM14,-83029.5079,419341.1589
IM15,-82184.83742,429329.2306
IM16,-81339.20479,439317.1198
IM17,-80492.61214,449304.8267
IM18,-79645.06157,459292.3514
IM19,-78796.55523,469279.6942
IM20,-76410.11781,378546.8218
IM21,-75569.49918,388534.653
IM22,-74727.90978,398522.3032
IM23,-73885.35172,408509.7727
IM24,-73041.82713,418497.0615
IM25,-72197.33812,428484.1699
IM26,-71351.8868,438471.0979
IM27,-70505.4753,448457.8458
IM28,-69658.10574,458444.4136
IM29,-68809.78024,468430.8016
IM30,-66422.68257,377706.7798
IM31,-65582.24388,387693.6391
IM32,-64740.83428,397680.3196
IM33,-63898.45588,407666.8213
IM34,-63055.11078,417653.1446
IM35,-62210.80112,427639.2895
IM36,-61365.52899,437625.2563
IM37,-60519.29652,447611.0449
IM38,-59672.10584,457596.6557
IM39,-58823.95907,467582.0887
IM40,-56436.22036,376866.9168
IM41,-55595.95951,386852.804
IM42,-54754.72759,396838.5145
IM43,-53912.52672,406824.0485
IM44,-53069.35901,416809.4061
IM45,-52225.22657,426794.5874
IM46,-51380.13152,436779.5926
IM47,-50534.07597,446764.4219
IM48,-49687.06204,456749.0754
IM49,-48839.09186,466733.5534
IM50,-46450.73131,376027.2306
IM51,-45610.64619,386012.1456
IM52,-44769.58986,395996.8861
IM53,-43927.56441,405981.4521
IM54,-43084.57197,415965.8438
IM55,-42240.61464,425950.0613
IM56,-41395.69454,435934.1049
IM57,-40549.81378,445917.9747
IM58,-39702.97449,455901.6708
IM59,-38855.17878,465885.1935
IM60,-36466.21559,375187.7191
IM61,-35626.30409,385171.6618
IM62,-34785.42123,395155.432
IM63,-33943.5691,405139.0299
IM64,-33100.74981,415122.4556
IM65,-32256.96548,425105.7093
IM66,-31412.21822,435088.7911
IM67,-30566.51014,445071.7012
IM68,-29719.84336,455054.4397
IM69,-28872.22,465037.0069
IM70,-26482.67334,374348.3803
IM71,-25642.93336,384331.3505
IM72,-24802.22186,394314.1504
IM73,-23960.54094,404296.7799
IM74,-23117.8927,414279.2394
IM75,-22274.27925,424261.529
IM76,-21429.70272,434243.6489
IM77,-20584.1652,444225.5991
IM78,-19737.66881,454207.38
IM79,-18890.21568,464188.9916
IM80,-16500.10472,373509.2121
IM81,-15660.53416,383491.2096
IM82,-14819.99191,393473.0389
IM83,-13978.48009,403454.7
IM84,-13136.00079,413436.1932
IM85,-12292.55612,423417.5186
IM86,-11448.1482,433398.6763
IM87,-10602.77912,443379.6665
IM88,-9756.451015,453360.4895
IM89,-8909.165989,463341.1453
IM90,-6518.509883,372670.2123
IM91,-5679.106636,382651.237
IM92,-4838.731546,392632.0956
IM93,-3997.386715,402612.7881
IM94,-3155.074247,412593.3148
IM95,-2311.796247,422573.6757
IM96,-1467.554822,432553.8712
IM97,-622.352082,442533.9013
IM98,223.809861,452513.7661
IM99,1070.928895,462493.466
IN00,3462.111012,371831.3788
IN01,4301.349043,381811.4306
IN02,5141.559078,391791.3183
IN03,5982.739018,401771.042
IN04,6824.886761,411750.602
IN05,7668.000202,421729.9984
IN06,8512.077236,431709.2314
IN07,9357.115754,441688.3012
IN08,10203.11365,451667.2078
IN09,11050.06881,461645.9516
IN10,13441.75781,370992.7096
IN11,14280.83272,380971.7883
IN12,15120.8798,390950.7049
IN13,15961.89695,400929.4597
IN14,16803.88207,410908.0529
IN15,17646.83306,420886.4846
IN16,18490.74781,430864.7549
IN17,19335.62422,440842.8641
IN18,20181.46017,450820.8124
IN19,21028.25357,460798.5998
IN20,23420.43034,370154.2026
IN21,24259.34423,380132.3079
IN22,25099.23045,390110.2533
IN23,25940.08691,400088.0391
IN24,26781.91151,410065.6652
IN25,27624.70215,420043.132
IN26,28468.45673,430020.4396
IN27,29313.17313,439997.5881
IN28,30158.84926,449974.5778
IN29,31005.483,459951.4087
IN30,33398.12844,369315.8556
IN31,34236.8834,379292.9874
IN32,35076.61086,389269.9615
IN33,35917.30874,399246.778
IN34,36758.97492,409223.4369
IN35,37601.60731,419199.9386
IN36,38445.20381,429176.2832
IN37,39289.76232,439152.4709
IN38,40135.28073,449128.5018
IN39,40981.75693,459104.3761
IN40,43374.85194,368477.6666
IN41,44213.45007,378453.8248
IN42,45053.02087,388429.8273
IN43,45893.56225,398405.6743
IN44,46735.07211,408381.3659
IN45,47577.54836,418356.9024
IN46,48420.98889,428332.2838
IN47,49265.39161,438307.5105
IN48,50110.75441,448282.5824
IN49,50957.07518,458257.4999
IN50,53350.60068,367639.6334
IN51,54189.04407,377614.8178
IN52,55028.4603,387589.8486
IN53,55868.84728,397564.726
IN54,56710.20292,407539.4501
IN55,57552.52512,417514.0212
IN56,58395.81179,427488.4393
IN57,59240.06082,437462.7047
IN58,60085.27011,447436.8175
IN59,60931.43755,457410.778
IN60,63325.37449,366801.754
IN61,64163.66522,376775.9645
IN62,65002.92898,386750.0234
IN63,65843.16365,396723.931
IN64,66684.36717,406697.6874
IN65,67526.53742,416671.2928
IN66,68369.67232,426644.7474
IN67,69213.76976,436618.0514
IN68,70058.82765,446591.205
IN69,70904.84388,456564.2083
IN70,73299.17319,365964.0263
IN71,74137.31336,375937.2626
IN72,74976.42672,385910.3495
IN73,75816.51119,395883.2871
IN74,76657.56467,405856.0757
IN75,77499.58507,415828.7153
IN76,78342.5703,425801.2062
IN77,79186.51826,435773.5486
IN78,80031.42685,445745.7427
IN79,80877.29397,455717.7886
IN80,83271.99662,365126.4483
IN81,84109.98831,375098.7102
IN82,84948.95337,385070.8249
IN83,85788.88971,395042.7923
IN84,86629.79526,405014.6128
IN85,87471.6679,414986.2865
IN86,88314.50556,424957.8136
IN87,89158.30613,434929.1942
IN88,90003.06752,444900.4286
IN89,90848.78763,454871.5169
IN90,93243.84458,364289.0177
IN91,94081.68988,374260.3052
IN92,94920.50873,384231.4474
IN93,95760.29904,394202.4445
IN94,96601.05874,404173.2968
IN95,97442.78572,414144.0043
IN96,98285.4779,424114.5673
IN97,99129.13318,434084.986
IN98,99973.74947,444055.2605
IN99,100819.3247,454025.3911
IO00,103214.7169,363451.7326
IO01,104052.4179,373422.0454
IO02,104891.0926,383392.215
IO03,105730.739,393362.2416
IO04,106571.3549,403332.1254
IO05,107412.9383,413301.8666
IO06,108255.4871,423271.4654
IO07,109098.9992,433240.9219
IO08,109943.4725,443210.2364
IO09,110788.9049,453179.409
IO10,113184.6134,362614.5909
IO11,114022.1722,372583.9288
IO12,114860.7049,382553.1256
IO13,115700.2094,392522.1815
IO14,116540.6836,402491.0967
IO15,117382.1256,412459.8714
IO16,118224.5331,422428.5057
IO17,119067.9041,432396.9999
IO18,119912.2365,442365.3541
IO19,120757.5281,452333.5686
IO20,123153.5339,361777.5904
IO21,123990.9525,371745.9533
IO22,124829.3453,381714.1771
IO23,125668.71,391682.2622
IO24,126509.0447,401650.2085
IO25,127350.3472,411618.0165
IO26,128192.6155,421585.6862
IO27,129035.8475,431553.2178
IO28,129880.0411,441520.6116
IO29,130725.1942,451487.8677
IO30,133121.4783,360940.7291
IO31,133958.7588,370908.1168
IO32,134797.0136,380875.3675
IO33,135636.2407,390842.4814
IO34,136476.4379,400809.4588
IO35,137317.6031,410776.2999
IO36,138159.7343,420743.0047
IO37,139002.8294,430709.5736
IO38,139846.8862,440676.0068
IO39,140691.9028,450642.3044
IO40,143088.4462,360104.005
IO41,143925.5908,370070.4172
IO42,144763.7098,380036.6945
IO43,145602.8013,390002.8372
IO44,146442.863,399968.8454
IO45,147283.893,409934.7194
IO46,148125.8892,419900.4592
IO47,148968.8495,429866.0652
IO48,149812.7717,439831.5375
IO49,150657.6538,449796.8764
IO50,153054.4376,359267.4159
IO51,153891.4483,369232.8525
IO54,159249,399287
IO55,157179,409665
IO59,160622.4471,448951.5816
IQ00,-204710.8451,288635.8461
IQ01,-203877.7104,298637.3995
IQ02,-203043.5853,308638.7454
IQ10,-194709.6841,287803.3111
IQ11,-193876.7559,297803.873
IQ12,-193042.8373,307804.2295
IQ13,-192207.9302,317804.3807
IQ20,-184709.5158,286970.9816
IQ21,-183876.792,296970.5519
IQ22,-183043.0776,306969.919
IQ23,-182208.3748,316969.0828
IQ30,-174710.3401,286138.8555
IQ31,-173877.8186,296137.4342
IQ32,-173044.3065,306135.8116
IQ33,-172209.8057,316133.988
IQ34,-171374.3185,326131.9634
IQ35,-170537.8373,336129.7372
IQ36,-169700.3833,346127.311
IQ40,-164712.1572,285306.9308
IQ41,-163879.8359,295304.5176
IQ42,-163046.5239,305301.9054
IQ43,-162212.2231,315299.0941
IQ44,-161376.9357,325296.084
IQ45,-160540.6556,335292.8747
IQ46,-159703.4014,345289.4672
IQ50,-154714.9672,284475.2052
IQ51,-153882.8441,294471.8001
IQ52,-153049.73,304468.1981
IQ53,-152215.6271,314464.3992
IQ54,-151380.5375,324460.4035
IQ55,-150544.4633,334456.2111
IQ56,-149707.4066,344451.8223
IQ57,-148869.3695,354447.2371
IQ58,-148030.3541,364442.4556
IQ59,-147190.3626,374437.4779
IQ60,-144718.7703,283643.6768
IQ61,-143886.8431,293639.2797
IQ62,-143053.9249,303634.6877
IQ63,-142220.0178,313629.9009
IQ64,-141385.1238,323624.9195
IQ65,-140549.2451,333619.7436
IQ66,-139712.3838,343614.3732
IQ67,-138874.542,353608.8086
IQ68,-138035.7218,363603.0498
IQ69,-137195.9253,373597.0971
IQ70,-134723.5665,282812.3433
IQ71,-133891.8332,292806.9541
IQ72,-133059.1088,302801.372
IQ73,-132225.3953,312795.5973
IQ74,-131390.6949,322789.6301
IQ75,-130555.0096,332783.4704
IQ76,-129718.3416,342777.1185
IQ77,-128880.6929,352770.5743
IQ78,-128042.0658,362763.8382
IQ79,-127202.4622,372756.9101
IQ80,-124729.3559,281981.2028
IQ81,-123897.8144,291974.8213
IQ82,-123065.2817,301968.2491
IQ83,-122231.7598,311961.4863
IQ84,-121397.2508,321954.5331
IQ85,-120561.7568,331947.3896
IQ86,-119725.28,341940.0559
IQ87,-118887.8224,351932.5321
IQ88,-118049.3861,361924.8184
IQ89,-117209.9733,371916.9149
IQ90,-114736.1387,281150.2531
IQ91,-113904.787,291142.8792
IQ92,-113072.4438,301135.3167
IQ93,-112239.1113,311127.5657
IQ94,-111404.7917,321119.6264
IQ95,-110569.4869,331111.4989
IQ96,-109733.1991,341103.1833
IQ97,-108895.9305,351094.6798
IQ98,-108057.683,361085.9884
IQ99,-107218.4589,371077.1093
IR00,-104743.915,280319.4921
IR01,-103912.7509,290311.1257
IR02,-103080.5952,300302.5728
IR03,-102247.4501,310293.8335
IR04,-101413.3176,320284.908
IR05,-100578.2,330275.7963
IR06,-99742.09918,340266.4987
IR07,-98905.01735,350257.0153
IR08,-98066.9566,360247.3461
IR09,-97227.91903,370237.4914
IR10,-94752.68495,279488.9177
IR11,-93921.70632,289479.5586
IR12,-93089.73603,299470.0152
IR13,-92256.77618,309460.2875
IR14,-91422.82887,319450.3756
IR15,-90587.89619,329440.2797
IR16,-89751.98025,339430
IR17,-88915.08315,349419.5365
IR18,-88077.20699,359408.8894
IR19,-87238.35388,369398.0588
IR20,-84762.44863,278658.5278
IR21,-83931.65341,288648.176
IR22,-83099.86642,298637.6419
IR23,-82267.08973,308626.9256
IR24,-81433.32545,318616.0273
IR25,-80598.57567,328604.947
IR26,-79762.84249,338593.685
IR27,-78926.12801,348582.2413
IR28,-78088.43433,358570.6161
IR29,-77249.76356,368558.8096
IR30,-74773.20618,277828.3204
IR31,-73942.59229,287816.9757
IR32,-73110.9865,297805.4508
IR33,-72278.39088,307793.7458
IR34,-71444.80753,317781.8608
IR35,-70610.23855,327769.7961
IR36,-69774.68603,337757.5516
IR37,-68938.15207,347745.1276
IR38,-68100.63877,357732.5242
IR39,-67262.14823,367719.7416
IR40,-64784.95773,276998.2934
IR41,-63954.52309,286985.9556
IR42,-63123.0964,296973.4398
IR43,-62290.67976,306960.7459
IR44,-61457.27525,316947.8742
IR45,-60622.88496,326934.8248
IR46,-59787.511,336921.5978
IR47,-58951.15546,346908.1933
IR48,-58113.82044,356894.6116
IR49,-57275.50804,366880.8527
IR50,-54797.70341,276168.4446
IR51,-53967.44592,286155.1137
IR52,-53136.19626,296141.6068
IR53,-52303.9565,306127.9239
IR54,-51470.72873,316114.0653
IR55,-50636.51506,326100.0311
IR56,-49801.31756,336085.8214
IR57,-48965.13834,346071.4363
IR58,-48127.97949,356056.8761
IR59,-47289.84311,366042.1408
IR60,-44811.44336,275338.772
IR61,-43981.36094,285324.4478
IR62,-43150.28621,295309.9497
IR63,-42318.22125,305295.2777
IR64,-41485.16814,315280.4321
IR65,-40651.12897,325265.4129
IR66,-39816.10584,335250.2204
IR67,-38980.10084,345234.8546
IR68,-38143.11607,355219.3156
IR69,-37305.15362,365203.6038
IR70,-34826.17771,274509.2735
IR71,-33996.26828,284493.9559
IR72,-33165.3664,294478.4664
IR73,-32333.47414,304462.8052
IR74,-31500.59359,314446.9724
IR75,-30666.72685,324430.9681
IR76,-29831.87599,334414.7926
IR77,-28996.04312,344398.4459
IR78,-28159.23032,354381.9282
IR79,-27321.43969,364365.2396
IR80,-24841.9066,273679.947
IR81,-24012.16808,283663.6358
IR82,-23181.43696,293647.1548
IR83,-22349.71532,303630.5042
IR84,-21517.00525,313613.6841
IR85,-20683.30883,323596.6946
IR86,-19848.62816,333579.5359
IR87,-19012.96531,343562.2082
IR88,-18176.3224,353544.7115
IR89,-17338.7015,363527.0461
IR90,-14858.63018,272850.7904
IR91,-14029.06048,282833.4855
IR92,-13198.49804,292816.0129
IR93,-12366.94494,302798.3728
IR94,-11534.40326,312780.5652
IR95,-10700.87508,322762.5903
IR96,-9866.362492,332744.4483
IR97,-9030.867587,342726.1394
IR98,-8194.392455,352707.6636
IR99,-7356.939189,362689.0212
IS00,-4876.348573,272021.8017
IS01,-4046.945623,282003.503
IS02,-3216.549783,291985.0386
IS03,-2385.163134,301966.4087
IS04,-1552.787755,311947.6135
IS05,-719.42573,321928.6532
IS06,114.920853,331909.5277
IS07,950.249911,341890.2374
IS08,1786.559351,351870.7824
IS09,2623.847082,361851.1628
IS10,5104.938062,271192.9788
IS11,5934.176344,281173.686
IS12,6764.407662,291154.2297
IS13,7595.629941,301134.61
IS14,8427.841099,311114.8271
IS15,9261.039056,321094.881
IS16,10095.22173,331074.772
IS17,10930.38703,341054.5002
IS18,11766.53287,351034.0658
IS19,12603.65716,361013.4689
IS20,15085.22959,270364.3195
IS21,15914.30527,280344.0327
IS22,16744.37415,290323.5843
IS23,17575.43414,300302.9746
IS24,18407.48316,310282.2037
IS25,19240.51913,320261.2718
IS26,20074.53997,330240.1791
IS27,20909.5436,340218.9256
IS28,21745.52793,350197.5116
IS29,22582.49087,360175.9372
IS30,25064.52585,269535.822
IS31,25893.44102,279514.5408
IS32,26723.34952,289493.1002
IS33,27554.2493,299471.5003
IS34,28386.13826,309449.7414
IS35,29219.01433,319427.8235
IS36,30052.87543,329405.7468
IS37,30887.71948,339383.5115
IS38,31723.54438,349361.1178
IS39,32560.34807,359338.5658
IS40,35042.8267,268707.4839
IS41,35871.58342,278685.2083
IS42,36701.33363,288662.7753
IS43,37532.07527,298640.1852
IS44,38363.80625,308617.438
IS45,39196.5245,318594.534
IS46,40030.22794,328571.4732
IS47,40864.91449,338548.2559
IS48,41700.58206,348524.8823
IS49,42537.22858,358501.3524
IS50,45020.13198,267879.3034
IS51,45848.73233,277856.0331
IS52,46678.32632,287832.6076
IS53,47508.9119,297809.027
IS54,48340.48697,307785.2915
IS55,49173.04948,317761.4011
IS56,50006.59734,327737.3561
IS57,50841.12848,337713.1567
IS58,51676.6408,347688.803
IS59,52513.13223,357664.2952
IS60,54996.44155,267051.2783
IS61,55824.88759,277027.0133
IS62,56654.32743,287002.5951
IS63,57484.75902,296978.0238
IS64,58316.18027,306953.2997
IS65,59148.58911,316928.4229
IS66,59981.98347,326903.3935
IS67,60816.36127,336878.2118
IS68,61651.72043,346852.8779
IS69,62488.05886,356827.3919
IS70,64971.75524,266223.4065
IS71,65800.04904,276198.1466
IS72,66629.3368,286172.7355
IS73,67459.61647,296147.1735
IS74,68290.88597,306121.4607
IS75,69123.14322,316095.5972
IS76,69956.38616,326069.5833
IS77,70790.61271,336043.4191
IS78,71625.82078,346017.1047
IS79,72462.00831,355990.6404
IS80,74946.07289,265395.686
IS81,75774.21652,275369.431
IS82,76603.35427,285343.0269
IS83,77433.48409,295316.474
IS84,78264.60391,305289.7723
IS85,79096.71165,315262.922
IS86,79929.80525,325235.9234
IS87,80763.88262,335208.7765
IS88,81598.94169,345181.4816
IS89,82434.98038,355154.0388
IS90,84919.39435,264568.1147
IS91,85747.38987,274540.8645
IS92,86576.37968,284513.4672
IS93,87406.36172,294485.9232
IS94,88237.33393,304458.2324
IS95,89069.29423,314430.3952
IS96,89902.24055,324402.4116
IS97,90736.17082,334374.2819
IS98,91571.08297,344346.0063
IS99,92406.97492,354317.5848
IT00,94891.71945,263740.6906
IT01,95719.56892,273712.445
IT02,96548.41285,283684.0544
IT03,97378.24919,293655.519
IT04,98209.07585,303626.8391
IT05,99040.89078,313598.0147
IT06,99873.69191,323569.0461
IT07,100707.4772,333539.9334
IT08,101542.2445,343510.6768
IT09,102377.9917,353481.2765
IT10,104863.048,262913.4116
IT11,105690.7535,272884.1704
IT12,106519.4536,282854.7863
IT13,107349.1463,292825.2595
IT14,108179.8295,302795.5901
IT15,109011.5011,312765.7784
IT16,109844.1591,322735.8246
IT17,110677.8014,332705.7287
IT18,111512.426,342675.491
IT19,112348.0307,352645.1117
IT20,114842,262213
IT21,115660.9435,272056.0387
IT22,116489.5018,282025.6609
IT23,117319.0529,291995.1425
IT24,118149.5947,301964.4836
IT25,118981.1251,311933.6844
IT26,119813.6421,321902.7451
IT27,120647.1435,331871.6658
IT28,121481.6273,341840.4469
IT29,122317.0915,351809.0883
IT34,128118.3713,301133.5173
IT35,128949.7626,311101.7304
IT36,129782.1405,321069.8055
IT37,130615.5031,331037.7427
IT38,131449.8483,341005.5423
IT39,132285.1741,350973.2044
IT44,138086.1591,300302.6892
IT45,138917.4133,310269.9145
IT46,139749.6543,320237.0038
IT47,140582.8802,330203.9573
IT48,141417.0888,340170.7752
IT49,142252.2782,350137.4577
IT54,148052.958,299471.9973
IT55,148884.0771,309438.2345
IT56,149716.1833,319404.3379
IT57,150549.2745,329370.3075
IT58,151383.3486,339336.1436
IT59,152218.4037,349301.8463
IV05,-208861.5893,238624.9626
IV06,-208033.4381,248627.5552
IV07,-207204.2859,258629.9397
IV08,-206374.135,268632.1163
IV09,-205542.9873,278634.0851
IV14,-199686.3353,227795.62
IV15,-198859.3942,237797.4166
IV16,-198031.45,247799.0071
IV17,-197202.5048,257800.3918
IV18,-196372.5606,267801.5706
IV19,-195541.6197,277802.5436
IV22,-191335.3925,206967.0871
IV23,-190510.6691,216968.2877
IV24,-189684.9383,226969.2841
IV25,-188858.2022,236970.0765
IV26,-188030.4629,246970.665
IV27,-187201.7225,256971.0497
IV28,-186371.9831,266971.2306
IV29,-185541.2468,276971.2078
IV32,-181334.5946,206142.9702
IV33,-180510.0743,216143.1623
IV34,-179684.5465,226143.1523
IV35,-178858.0134,236142.9405
IV36,-178030.4769,246142.5267
IV37,-177201.9392,256141.9113
IV38,-176372.4025,266141.0942
IV39,-175541.8687,276140.0756
IV42,-171334.8062,205319.0554
IV43,-170510.487,215318.2389
IV44,-169685.1601,225317.2225
IV45,-168858.8278,235316.0062
IV46,-168031.4921,245314.5902
IV47,-167203.1551,255312.9745
IV48,-166373.8189,265311.1593
IV49,-165543.4855,275309.1447
IV50,-162981.2367,184498.397
IV51,-162159.138,194496.9679
IV52,-161336.0275,204495.3407
IV53,-160511.9072,214493.5155
IV54,-159686.7792,224491.4925
IV55,-158860.6457,234489.2717
IV56,-158033.5086,244486.8533
IV57,-157205.3701,254484.2373
IV58,-156376.2324,264481.4239
IV59,-155546.0973,274478.4132
IV60,-152983.0737,183676.904
IV61,-152161.1721,193674.4619
IV62,-151338.2586,203671.8239
IV63,-150514.3351,213668.99
IV64,-149689.4039,223665.9603
IV65,-148863.467,233662.7349
IV66,-148036.5265,243659.314
IV67,-147208.5845,253655.6976
IV68,-146379.6431,263651.8858
IV69,-145549.7043,273647.8789
IV70,-142985.9248,182855.6071
IV71,-142164.2182,192852.152
IV72,-141341.4995,202848.503
IV73,-140517.7709,212844.6602
IV74,-139693.0343,222840.6237
IV75,-138867.292,232836.3936
IV76,-138040.546,242831.9701
IV77,-137212.7983,252827.3532
IV78,-136384.0511,262822.543
IV79,-135554.3065,272817.5397
IV80,-132989.7899,182034.5042
IV81,-132168.2762,192030.036
IV82,-131345.7504,202025.3759
IV83,-130522.2145,212020.5241
IV84,-129697.6705,222015.4807
IV85,-128872.1207,232010.2458
IV86,-128045.5671,242004.8196
IV87,-127218.0116,251999.202
IV88,-126389.4566,261993.3933
IV89,-125559.904,271987.3935
IV90,-122994.6693,181213.5932
IV91,-122173.3465,191208.1117
IV92,-121351.0114,201202.4405
IV93,-120527.6661,211196.5796
IV94,-119703.3127,221190.5292
IV95,-118877.9532,231184.2894
IV96,-118051.5899,241177.8603
IV97,-117224.2246,251171.242
IV98,-116395.8596,261164.4346
IV99,-115566.497,271157.4383
IW00,-113000.5631,180392.8721
IW01,-112179.429,190386.3773
IW02,-111357.2825,200379.6948
IW03,-110534.1258,210372.8247
IW04,-109709.9608,220365.7672
IW05,-108884.7897,230358.5223
IW06,-108058.6145,240351.0903
IW07,-107231.4374,250343.4711
IW08,-106403.2604,260335.6649
IW09,-105574.0856,270327.6719
IW10,-103007.4712,179572.3388
IW11,-102186.5238,189564.8305
IW12,-101364.564,199557.1366
IW13,-100541.5937,209549.2572
IW14,-99717.61507,219541.1925
IW15,-98892.6302,229532.9425
IW16,-98066.64117,239524.5073
IW17,-97239.65004,249515.8871
IW18,-96411.6589,259507.0821
IW19,-95582.66984,269498.0922
IW20,-93015.39396,178751.9912
IW21,-92194.63118,188743.4693
IW22,-91372.85581,198734.7639
IW23,-90550.06993,208725.8751
IW24,-89726.27559,218716.803
IW25,-88901.47489,228707.5477
IW26,-88075.6699,238698.1094
IW27,-87248.86269,248688.4881
IW28,-86421.05535,258678.684
IW29,-85592.24997,268668.6972
IW30,-83024.33134,177931.8272
IW31,-82203.75112,187922.2916
IW32,-81382.15818,197912.5746
IW33,-80559.55462,207902.6763
IW34,-79735.94249,217892.5967
IW35,-78911.32387,227882.3361
IW36,-78085.70084,237871.8944
IW37,-77259.07547,247861.2719
IW38,-76431.44985,257850.4686
IW39,-75602.82606,267839.4848
IW40,-73034.2835,177111.8448
IW41,-72213.88375,187101.2954
IW42,-71392.47119,197090.5667
IW43,-70570.04787,207079.6587
IW44,-69746.61587,217068.5716
IW45,-68922.17726,227057.3054
IW46,-68096.73412,237045.8603
IW47,-67270.28851,247034.2364
IW48,-66442.84252,257022.4339
IW49,-65614.39823,267010.4528
IW50,-63045.25054,176292.0419
IW51,-62225.02921,186280.4786
IW52,-61403.79495,196268.7381
IW53,-60581.54981,206256.8203
IW54,-59758.29587,216244.7254
IW55,-58934.03519,226232.4536
IW56,-58108.76985,236220.005
IW57,-57282.50193,246207.3796
IW58,-56455.23349,256194.5777
IW59,-55626.96662,266181.5993
IW61,-52237.18761,185459.8392
IW62,-51416.12958,195447.0866
IW63,-50594.06055,205434.1589
IW64,-49770.9826,215421.0563
IW65,-48946.89778,225407.7787
IW66,-48121.80818,235394.3263
IW67,-47295.71586,245380.6994
IW68,-46468.62289,255366.8979
IW69,-45640.53137,265352.922
IW71,-42250.35907,184639.3749
IW72,-41429.47521,194625.6103
IW73,-40607.58023,204611.6726
IW74,-39784.67619,214597.562
IW75,-38960.76516,224583.2785
IW76,-38135.84922,234568.8223
IW77,-37309.93043,244554.1936
IW78,-36483.01086,254539.3925
IW79,-35655.0926,264524.419
IW81,-32264.54372,183819.0839
IW82,-31443.83196,193804.3071
IW83,-30622.10896,203789.3592
IW84,-29799.37677,213774.2405
IW85,-28975.63747,223758.951
IW86,-28150.89311,233743.4909
IW87,-27325.14577,243727.8603
IW88,-26498.39752,253712.0594
IW89,-25670.65044,263696.0882
IW92,-21459.19996,192983.1749
IW93,-20637.64687,202967.2167
IW94,-19815.08447,212951.0898
IW95,-18991.51482,222934.7941
IW96,-18166.93998,232918.3299
IW97,-17341.36202,242901.6973
IW98,-16514.78302,252884.8964
IW99,-15687.20505,262867.9274
IX02,-11475.57933,192162.2116
IX03,-10654.1941,202145.2431
IX04,-9831.799419,212128.1077
IX05,-9008.397353,222110.8058
IX06,-8183.989966,232093.3374
IX07,-7358.579325,242075.7027
IX08,-6532.167498,252057.9017
IX09,-5704.756556,262039.9346
IX14,150.478244,211305.2923
IX15,973.714788,221286.984
IX16,1797.956791,231268.5112
IX17,2623.202188,241249.8742
IX18,3449.448912,251231.073
IX19,4276.694894,261212.1078
IX24,10131.74839,210482.6415
IX25,10954.82147,220463.3266
IX26,11778.90016,230443.8493
IX27,12603.98238,240424.2098
IX28,13430.06607,250404.4083
IX29,14257.14916,260384.4448
IX34,20112.01087,209660.1531
IX35,20934.92255,219639.8315
IX36,21758.83998,229619.3496
IX37,22583.76109,239598.7076
IX38,23409.68382,249577.9055
IX39,24236.60609,259556.9436
IX44,30091.26574,208837.8252
IX45,30914.01789,218816.4968
IX46,31737.77613,228795.0101
IX47,32562.53819,238773.3653
IX48,33388.30202,248751.5626
IX49,34215.06554,258729.6021
IX54,40069.51243,208015.6557
IX55,40892.1075,217993.3203
IX56,41715.70845,227970.8286
IX57,42540.31353,237948.181
IX58,43365.92052,247925.3775
IX59,44192.52736,257902.4182
IX66,51692.6368,227146.8032
IX67,52517.08695,237123.1526
IX68,53342.53916,247099.3481
IX69,54168.99139,257075.3899
IX76,61668.56102,226322.9318
IX77,62492.8583,236298.2779
IX78,63318.15781,246273.4723
IX79,64144.45747,256248.5151
IX87,72467.62744,235473.5551
IX88,73292.77629,245447.7482
IX89,74118.92546,255421.7918
IX97,82441.3942,234648.9819
IX98,83266.39446,244622.1736
IX99,84092.39519,254595.2178
NA00,5000,905000
NA01,5000,915000
NA10,15000,905000
NA11,15000,915000
NA20,25000,905000
NA21,25000,915000
NA30,35000,905000
NA31,35000,915000
NA32,35000,925000
NA33,35000,935000
NA40,45000,905000
NA41,45000,915000
NA42,45000,925000
NA43,45000,935000
NA50,55000,905000
NA51,55000,915000
NA52,55000,925000
NA53,55000,935000
NA54,55000,945000
NA55,55000,955000
NA56,55000,965000
NA60,65000,905000
NA61,65000,915000
NA62,65000,925000
NA63,65000,935000
NA64,65000,945000
NA65,65000,955000
NA66,65000,965000
NA70,75000,905000
NA71,75000,915000
NA72,75000,925000
NA73,75000,935000
NA74,75000,945000
NA75,75000,955000
NA76,75000,965000
NA80,85000,905000
NA81,85000,915000
NA82,85000,925000
NA83,85000,935000
NA84,85000,945000
NA85,85000,955000
NA86,85000,965000
NA90,95000,905000
NA91,95000,915000
NA92,95000,925000
NA93,95000,935000
NA94,95000,945000
NA95,95000,955000
NA96,95000,965000
NB00,105000,905000
NB01,105000,915000
NB02,105000,925000
NB03,105000,935000
NB04,105000,945000
NB05,105000,955000
NB06,105000,965000
NB07,105000,975000
NB08,105000,985000
NB10,115000,905000
NB11,115000,915000
NB12,115000,925000
NB13,115000,935000
NB14,115000,945000
NB15,115000,955000
NB16,115000,965000
NB17,115000,975000
NB18,115000,985000
NB20,125000,905000
NB21,125000,915000
NB22,125000,925000
NB23,125000,935000
NB24,125000,945000
NB25,125000,955000
NB26,125000,965000
NB27,125000,975000
NB28,125000,985000
NB30,135000,905000
NB31,135000,915000
NB32,135000,925000
NB33,135000,935000
NB34,135000,945000
NB35,135000,955000
